admin_code,occupation_category,occupation_code,occupation_level,wage_value,wage_type,currency,wage_period,wage_measure,year,classification_system,data_availability,source,last_updated,country_iso
SG-NAT,Creative advertising professional,24311,detailed,7135,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Curator,26212,detailed,5936,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Curator,26212,detailed,5938,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Cyber risk specialist,25241,detailed,10247,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Cyber risk specialist,25241,detailed,10495,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Cybersecurity architect,25245,detailed,9622,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Cybersecurity architect,25245,detailed,9820,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Data centre engineer,25291,detailed,7020,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Data centre engineer,25291,detailed,7175,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Data engineer,25213,detailed,8551,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Data engineer,25213,detailed,8721,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Data scientist,21222,detailed,9522,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Data scientist,21222,detailed,10110,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Data/Database administrator,25211,detailed,8115,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Data/Database administrator,25211,detailed,8470,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Data/Database architect,25212,detailed,10486,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Data/Database architect,25212,detailed,10500,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,DevOps engineer,25125,detailed,6450,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,DevOps engineer,25125,detailed,6561,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Diagnostic radiographer,22693,detailed,5775,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Diagnostic radiographer,22693,detailed,6031,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Diagnostic radiologist,22142,detailed,20000,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Diagnostic radiologist,22142,detailed,20000,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Dietitian,22651,detailed,5095,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Dietitian,22651,detailed,5125,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Digital marketing professional,24314,detailed,5513,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Digital marketing professional,24314,detailed,5623,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Director (stage/film/television/commercial/video/radio),26542,detailed,6900,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Director (stage/film/television/commercial/video/radio),26542,detailed,6900,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Early intervention teacher for infants and children,23622,detailed,3772,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Early intervention teacher for infants and children,23622,detailed,3772,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Economist,26310,detailed,12959,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Economist,26310,detailed,12995,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Editor (news/periodicals),26422,detailed,10250,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Editor (news/periodicals),26422,detailed,10369,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Editor (radio/television/video),26544,detailed,5618,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Editor (radio/television/video),26544,detailed,5618,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Electrical engineer,21511,detailed,5638,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Electrical engineer,21511,detailed,6042,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Electronics engineer,21521,detailed,7765,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Electronics engineer,21521,detailed,8200,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Embedded systems engineer,21526,detailed,7620,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Embedded systems engineer,21526,detailed,7656,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Enterprise/Solution/Software architect,25113,detailed,12971,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Enterprise/Solution/Software architect,25113,detailed,13614,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Environmental engineer,21430,detailed,5723,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Environmental engineer,21430,detailed,5743,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Environmental officer (environmental protection),21331,detailed,5072,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Environmental officer (environmental protection),21331,detailed,5072,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Executive search consultant,24232,detailed,3662,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Executive search consultant,24232,detailed,3900,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Fashion designer,21631,detailed,4150,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Fashion designer,21631,detailed,4175,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Financial analyst,24131,detailed,8150,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Financial analyst,24131,detailed,8365,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Financial derivatives dealer,24143,detailed,19895,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Financial derivatives dealer,24143,detailed,20000,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Financial product structurer,24135,detailed,9178,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Financial product structurer,24135,detailed,9987,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Financial/Investment adviser,24121,detailed,7882,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Financial/Investment adviser,24121,detailed,8050,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Flying instructor (excluding air force),21723,detailed,20000,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Flying instructor (excluding air force),21723,detailed,20000,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Food/Drink technologist,21454,detailed,4581,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Food/Drink technologist,21454,detailed,4635,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Foreign exchange dealer,24142,detailed,10775,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Foreign exchange dealer,24142,detailed,13500,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Fund/Portfolio manager,24133,detailed,15431,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Fund/Portfolio manager,24133,detailed,15750,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,General dental practitioner,22611,detailed,4984,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,General dental practitioner,22611,detailed,5007,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,General practitioner/Physician,22110,detailed,7128,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,General practitioner/Physician,22110,detailed,7165,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Graphic designer,21661,detailed,4188,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Graphic designer,21661,detailed,4225,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Horticulturist/Arborist,21321,detailed,4200,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Horticulturist/Arborist,21321,detailed,4216,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Human resource consultant (excluding executive search consultant),24231,detailed,6760,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Human resource consultant (excluding executive search consultant),24231,detailed,6894,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,ICT auditor,25152,detailed,10742,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,ICT auditor,25152,detailed,12125,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,ICT business process consultant/Business analyst,25112,detailed,8242,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,ICT business process consultant/Business analyst,25112,detailed,8445,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,ICT quality assurance specialist,25151,detailed,6966,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,ICT quality assurance specialist,25151,detailed,7022,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,ICT sales and services professional,24333,detailed,14246,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,ICT sales and services professional,24333,detailed,15841,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Industrial machinery/tools engineer,21442,detailed,5602,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Industrial machinery/tools engineer,21442,detailed,5969,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Industrial relations officer,24234,detailed,4944,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Industrial relations officer,24234,detailed,5843,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Industrial safety engineer,21493,detailed,6604,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Industrial safety engineer,21493,detailed,6936,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,"In-house legal counsel (excluding judiciary, ministries and statutory boards)",26112,detailed,12423,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,"In-house legal counsel (excluding judiciary, ministries and statutory boards)",26112,detailed,13000,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Instrumentalist,26521,detailed,7463,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Instrumentalist,26521,detailed,7599,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Instrumentation engineer,21525,detailed,6702,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Instrumentation engineer,21525,detailed,6976,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Insurance underwriter,24160,detailed,9544,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Insurance underwriter,24160,detailed,9566,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Interaction designer,25124,detailed,9804,basic,SGD,monthly,median_basic_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
SG-NAT,Interaction designer,25124,detailed,10477,gross,SGD,monthly,median_gross_monthly_wage,2025,SSOC_2024_DETAILED,national_only,https://stats.mom.gov.sg/iMAS_Tables1/Wages/Wages_2025/mrsd_2025Wages_table1.xlsx,2026-06-30,SG
