admin_code,admin_level,region_name_en,region_name_ko,country_iso,wage_value,currency,wage_period,wage_measure,year,population,parent_admin_code,classification_system,data_availability,source,last_updated
37,1,Gyeongbuk,경상북도,KR,3904,KRW_thousand,monthly,wage_total,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
37,1,Gyeongbuk,경상북도,KR,3266,KRW_thousand,monthly,regular_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
37,1,Gyeongbuk,경상북도,KR,309,KRW_thousand,monthly,overtime_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
37,1,Gyeongbuk,경상북도,KR,328,KRW_thousand,monthly,special_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
37,1,Gyeongbuk,경상북도,KR,3576,KRW_thousand,monthly,monthly_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
38,1,Gyeongnam,경상남도,KR,3820,KRW_thousand,monthly,wage_total,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
38,1,Gyeongnam,경상남도,KR,3235,KRW_thousand,monthly,regular_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
38,1,Gyeongnam,경상남도,KR,308,KRW_thousand,monthly,overtime_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
38,1,Gyeongnam,경상남도,KR,277,KRW_thousand,monthly,special_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
38,1,Gyeongnam,경상남도,KR,3543,KRW_thousand,monthly,monthly_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
39,1,Jeju,제주특별자치도,KR,3228,KRW_thousand,monthly,wage_total,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
39,1,Jeju,제주특별자치도,KR,2933,KRW_thousand,monthly,regular_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
39,1,Jeju,제주특별자치도,KR,116,KRW_thousand,monthly,overtime_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
39,1,Jeju,제주특별자치도,KR,179,KRW_thousand,monthly,special_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
39,1,Jeju,제주특별자치도,KR,3049,KRW_thousand,monthly,monthly_pay,2024,,KR-NAT,SGIS_SIDO,sido,https://hamancci.korcham.net/file/dext5uploaddata/2024/2024%EB%85%84%208%EC%9B%94%20%EC%82%AC%EC%97%85%EC%B2%B4%EB%85%B8%EB%8F%99%EB%A0%A5%EC%A1%B0%EC%82%AC%20%EB%B0%8F%202024%EB%85%84%204%EC%9B%94%20%EC%8B%9C%EB%8F%84%EB%B3%84%20%EC%9E%84%EA%B8%88%C2%B7%EA%B7%BC%EB%A1%9C%EC%8B%9C%EA%B0%84%EC%A1%B0%EC%82%AC%20%EA%B2%B0%EA%B3%BC_.pdf,2024-08-01
