"CAINC1 County personal income summary: personal income, population, per capita personal income"
"CAINC1 County personal income summary: personal income, population, per capita personal income"
County
GeoFIPS,GeoName,LineCode,Description,2024
04025,"Yavapai, AZ",1,Personal income (thousands of dollars),15336046
04025,"Yavapai, AZ",2,Population (persons) 1,252013
04025,"Yavapai, AZ",3,Per capita personal income (dollars) 2,60854
04027,"Yuma, AZ*",1,Personal income (thousands of dollars),10482770
04027,"Yuma, AZ*",2,Population (persons) 1,220310
04027,"Yuma, AZ*",3,Per capita personal income (dollars) 2,47582
05001,"Arkansas, AR",1,Personal income (thousands of dollars),995074
05001,"Arkansas, AR",2,Population (persons) 1,16050
05001,"Arkansas, AR",3,Per capita personal income (dollars) 2,61998
05003,"Ashley, AR",1,Personal income (thousands of dollars),862750
05003,"Ashley, AR",2,Population (persons) 1,17984
05003,"Ashley, AR",3,Per capita personal income (dollars) 2,47973
05005,"Baxter, AR",1,Personal income (thousands of dollars),2076035
05005,"Baxter, AR",2,Population (persons) 1,43007
05005,"Baxter, AR",3,Per capita personal income (dollars) 2,48272
05007,"Benton, AR",1,Personal income (thousands of dollars),38778980
05007,"Benton, AR",2,Population (persons) 1,321566
05007,"Benton, AR",3,Per capita personal income (dollars) 2,120594
05009,"Boone, AR",1,Personal income (thousands of dollars),1809125
05009,"Boone, AR",2,Population (persons) 1,38636
05009,"Boone, AR",3,Per capita personal income (dollars) 2,46825
05011,"Bradley, AR",1,Personal income (thousands of dollars),513518
05011,"Bradley, AR",2,Population (persons) 1,9935
05011,"Bradley, AR",3,Per capita personal income (dollars) 2,51688
05013,"Calhoun, AR",1,Personal income (thousands of dollars),244042
05013,"Calhoun, AR",2,Population (persons) 1,4690
05013,"Calhoun, AR",3,Per capita personal income (dollars) 2,52035
05015,"Carroll, AR",1,Personal income (thousands of dollars),1310814
05015,"Carroll, AR",2,Population (persons) 1,28968
05015,"Carroll, AR",3,Per capita personal income (dollars) 2,45250
05017,"Chicot, AR",1,Personal income (thousands of dollars),477336
05017,"Chicot, AR",2,Population (persons) 1,9272
05017,"Chicot, AR",3,Per capita personal income (dollars) 2,51481
05019,"Clark, AR",1,Personal income (thousands of dollars),978698
05019,"Clark, AR",2,Population (persons) 1,20920
05019,"Clark, AR",3,Per capita personal income (dollars) 2,46783
05021,"Clay, AR",1,Personal income (thousands of dollars),665976
05021,"Clay, AR",2,Population (persons) 1,14112
05021,"Clay, AR",3,Per capita personal income (dollars) 2,47192
05023,"Cleburne, AR",1,Personal income (thousands of dollars),1344072
05023,"Cleburne, AR",2,Population (persons) 1,25646
05023,"Cleburne, AR",3,Per capita personal income (dollars) 2,52409
05025,"Cleveland, AR",1,Personal income (thousands of dollars),418399
05025,"Cleveland, AR",2,Population (persons) 1,7367
05025,"Cleveland, AR",3,Per capita personal income (dollars) 2,56794
05027,"Columbia, AR",1,Personal income (thousands of dollars),1095506
05027,"Columbia, AR",2,Population (persons) 1,22024
05027,"Columbia, AR",3,Per capita personal income (dollars) 2,49741
05029,"Conway, AR",1,Personal income (thousands of dollars),1098553
05029,"Conway, AR",2,Population (persons) 1,21422
05029,"Conway, AR",3,Per capita personal income (dollars) 2,51282
05031,"Craighead, AR",1,Personal income (thousands of dollars),5875983
05031,"Craighead, AR",2,Population (persons) 1,115852
05031,"Craighead, AR",3,Per capita personal income (dollars) 2,50720
05033,"Crawford, AR",1,Personal income (thousands of dollars),2817645
05033,"Crawford, AR",2,Population (persons) 1,62258
05033,"Crawford, AR",3,Per capita personal income (dollars) 2,45258
05035,"Crittenden, AR",1,Personal income (thousands of dollars),2214550
05035,"Crittenden, AR",2,Population (persons) 1,46633
05035,"Crittenden, AR",3,Per capita personal income (dollars) 2,47489
05037,"Cross, AR",1,Personal income (thousands of dollars),745056
05037,"Cross, AR",2,Population (persons) 1,16194
05037,"Cross, AR",3,Per capita personal income (dollars) 2,46008
05039,"Dallas, AR",1,Personal income (thousands of dollars),314885
05039,"Dallas, AR",2,Population (persons) 1,6076
05039,"Dallas, AR",3,Per capita personal income (dollars) 2,51824
05041,"Desha, AR",1,Personal income (thousands of dollars),541747
05041,"Desha, AR",2,Population (persons) 1,10321
05041,"Desha, AR",3,Per capita personal income (dollars) 2,52490
05043,"Drew, AR",1,Personal income (thousands of dollars),844905
05043,"Drew, AR",2,Population (persons) 1,16935
05043,"Drew, AR",3,Per capita personal income (dollars) 2,49891
05045,"Faulkner, AR",1,Personal income (thousands of dollars),6916989
05045,"Faulkner, AR",2,Population (persons) 1,131611
05045,"Faulkner, AR",3,Per capita personal income (dollars) 2,52556
05047,"Franklin, AR",1,Personal income (thousands of dollars),829308
05047,"Franklin, AR",2,Population (persons) 1,17586
05047,"Franklin, AR",3,Per capita personal income (dollars) 2,47157
05049,"Fulton, AR",1,Personal income (thousands of dollars),462968
05049,"Fulton, AR",2,Population (persons) 1,12546
05049,"Fulton, AR",3,Per capita personal income (dollars) 2,36902
05051,"Garland, AR",1,Personal income (thousands of dollars),5358261
05051,"Garland, AR",2,Population (persons) 1,99902
05051,"Garland, AR",3,Per capita personal income (dollars) 2,53635
05053,"Grant, AR",1,Personal income (thousands of dollars),974600
05053,"Grant, AR",2,Population (persons) 1,18546
05053,"Grant, AR",3,Per capita personal income (dollars) 2,52550
05055,"Greene, AR",1,Personal income (thousands of dollars),2096299
05055,"Greene, AR",2,Population (persons) 1,46928
05055,"Greene, AR",3,Per capita personal income (dollars) 2,44671
05057,"Hempstead, AR",1,Personal income (thousands of dollars),890624
05057,"Hempstead, AR",2,Population (persons) 1,19105
05057,"Hempstead, AR",3,Per capita personal income (dollars) 2,46617
05059,"Hot Spring, AR",1,Personal income (thousands of dollars),1375601
05059,"Hot Spring, AR",2,Population (persons) 1,33313
05059,"Hot Spring, AR",3,Per capita personal income (dollars) 2,41293
05061,"Howard, AR",1,Personal income (thousands of dollars),647758
05061,"Howard, AR",2,Population (persons) 1,12387
05061,"Howard, AR",3,Per capita personal income (dollars) 2,52293
05063,"Independence, AR",1,Personal income (thousands of dollars),1884934
05063,"Independence, AR",2,Population (persons) 1,38345
05063,"Independence, AR",3,Per capita personal income (dollars) 2,49157
05065,"Izard, AR",1,Personal income (thousands of dollars),562108
05065,"Izard, AR",2,Population (persons) 1,14291
05065,"Izard, AR",3,Per capita personal income (dollars) 2,39333
05067,"Jackson, AR",1,Personal income (thousands of dollars),841307
05067,"Jackson, AR",2,Population (persons) 1,16673
05067,"Jackson, AR",3,Per capita personal income (dollars) 2,50459
05069,"Jefferson, AR",1,Personal income (thousands of dollars),2816312
05069,"Jefferson, AR",2,Population (persons) 1,63672
05069,"Jefferson, AR",3,Per capita personal income (dollars) 2,44232
05071,"Johnson, AR",1,Personal income (thousands of dollars),975526
05071,"Johnson, AR",2,Population (persons) 1,26172
05071,"Johnson, AR",3,Per capita personal income (dollars) 2,37274
05073,"Lafayette, AR",1,Personal income (thousands of dollars),332232
05073,"Lafayette, AR",2,Population (persons) 1,6015
05073,"Lafayette, AR",3,Per capita personal income (dollars) 2,55234
05075,"Lawrence, AR",1,Personal income (thousands of dollars),708520
05075,"Lawrence, AR",2,Population (persons) 1,16305
05075,"Lawrence, AR",3,Per capita personal income (dollars) 2,43454
05077,"Lee, AR",1,Personal income (thousands of dollars),327835
05077,"Lee, AR",2,Population (persons) 1,8104
05077,"Lee, AR",3,Per capita personal income (dollars) 2,40453
05079,"Lincoln, AR",1,Personal income (thousands of dollars),463655
05079,"Lincoln, AR",2,Population (persons) 1,12868
05079,"Lincoln, AR",3,Per capita personal income (dollars) 2,36032
05081,"Little River, AR",1,Personal income (thousands of dollars),546890
05081,"Little River, AR",2,Population (persons) 1,11626
05081,"Little River, AR",3,Per capita personal income (dollars) 2,47040
05083,"Logan, AR",1,Personal income (thousands of dollars),954900
05083,"Logan, AR",2,Population (persons) 1,21457
05083,"Logan, AR",3,Per capita personal income (dollars) 2,44503
05085,"Lonoke, AR",1,Personal income (thousands of dollars),4105608
05085,"Lonoke, AR",2,Population (persons) 1,76389
05085,"Lonoke, AR",3,Per capita personal income (dollars) 2,53746
05087,"Madison, AR",1,Personal income (thousands of dollars),877464
05087,"Madison, AR",2,Population (persons) 1,17865
05087,"Madison, AR",3,Per capita personal income (dollars) 2,49116
05089,"Marion, AR",1,Personal income (thousands of dollars),713496
05089,"Marion, AR",2,Population (persons) 1,17593
05089,"Marion, AR",3,Per capita personal income (dollars) 2,40556
05091,"Miller, AR",1,Personal income (thousands of dollars),1887278
05091,"Miller, AR",2,Population (persons) 1,41958
05091,"Miller, AR",3,Per capita personal income (dollars) 2,44980
05093,"Mississippi, AR",1,Personal income (thousands of dollars),2014195
05093,"Mississippi, AR",2,Population (persons) 1,38095
05093,"Mississippi, AR",3,Per capita personal income (dollars) 2,52873
05095,"Monroe, AR",1,Personal income (thousands of dollars),290004
05095,"Monroe, AR",2,Population (persons) 1,6415
05095,"Monroe, AR",3,Per capita personal income (dollars) 2,45207
05097,"Montgomery, AR",1,Personal income (thousands of dollars),366335
05097,"Montgomery, AR",2,Population (persons) 1,8510
05097,"Montgomery, AR",3,Per capita personal income (dollars) 2,43048
05099,"Nevada, AR",1,Personal income (thousands of dollars),344449
05099,"Nevada, AR",2,Population (persons) 1,8004
05099,"Nevada, AR",3,Per capita personal income (dollars) 2,43035
05101,"Newton, AR",1,Personal income (thousands of dollars),294043
05101,"Newton, AR",2,Population (persons) 1,7026
05101,"Newton, AR",3,Per capita personal income (dollars) 2,41851
05103,"Ouachita, AR",1,Personal income (thousands of dollars),1150879
05103,"Ouachita, AR",2,Population (persons) 1,21684
05103,"Ouachita, AR",3,Per capita personal income (dollars) 2,53075
05105,"Perry, AR",1,Personal income (thousands of dollars),521257
05105,"Perry, AR",2,Population (persons) 1,10251
05105,"Perry, AR",3,Per capita personal income (dollars) 2,50849
05107,"Phillips, AR",1,Personal income (thousands of dollars),676929
05107,"Phillips, AR",2,Population (persons) 1,14661
05107,"Phillips, AR",3,Per capita personal income (dollars) 2,46172
05109,"Pike, AR",1,Personal income (thousands of dollars),464698
05109,"Pike, AR",2,Population (persons) 1,10027
05109,"Pike, AR",3,Per capita personal income (dollars) 2,46345
05111,"Poinsett, AR",1,Personal income (thousands of dollars),1059756
05111,"Poinsett, AR",2,Population (persons) 1,22300
05111,"Poinsett, AR",3,Per capita personal income (dollars) 2,47523
05113,"Polk, AR",1,Personal income (thousands of dollars),855862
05113,"Polk, AR",2,Population (persons) 1,19434
05113,"Polk, AR",3,Per capita personal income (dollars) 2,44039
05115,"Pope, AR",1,Personal income (thousands of dollars),2953522
05115,"Pope, AR",2,Population (persons) 1,64829
05115,"Pope, AR",3,Per capita personal income (dollars) 2,45559
05117,"Prairie, AR",1,Personal income (thousands of dollars),380620
05117,"Prairie, AR",2,Population (persons) 1,7935
05117,"Prairie, AR",3,Per capita personal income (dollars) 2,47967
05119,"Pulaski, AR",1,Personal income (thousands of dollars),27177861
05119,"Pulaski, AR",2,Population (persons) 1,401209
05119,"Pulaski, AR",3,Per capita personal income (dollars) 2,67740
05121,"Randolph, AR",1,Personal income (thousands of dollars),824670
05121,"Randolph, AR",2,Population (persons) 1,19040
05121,"Randolph, AR",3,Per capita personal income (dollars) 2,43312
05123,"St. Francis, AR",1,Personal income (thousands of dollars),834893
05123,"St. Francis, AR",2,Population (persons) 1,21822
05123,"St. Francis, AR",3,Per capita personal income (dollars) 2,38259
05125,"Saline, AR",1,Personal income (thousands of dollars),7361403
05125,"Saline, AR",2,Population (persons) 1,131252
05125,"Saline, AR",3,Per capita personal income (dollars) 2,56086
05127,"Scott, AR",1,Personal income (thousands of dollars),437664
05127,"Scott, AR",2,Population (persons) 1,9837
05127,"Scott, AR",3,Per capita personal income (dollars) 2,44492
05129,"Searcy, AR",1,Personal income (thousands of dollars),290407
05129,"Searcy, AR",2,Population (persons) 1,7836
05129,"Searcy, AR",3,Per capita personal income (dollars) 2,37061
05131,"Sebastian, AR",1,Personal income (thousands of dollars),6704491
05131,"Sebastian, AR",2,Population (persons) 1,130035
05131,"Sebastian, AR",3,Per capita personal income (dollars) 2,51559
05133,"Sevier, AR",1,Personal income (thousands of dollars),755524
05133,"Sevier, AR",2,Population (persons) 1,15735
05133,"Sevier, AR",3,Per capita personal income (dollars) 2,48016
05135,"Sharp, AR",1,Personal income (thousands of dollars),840244
05135,"Sharp, AR",2,Population (persons) 1,18130
05135,"Sharp, AR",3,Per capita personal income (dollars) 2,46346
05137,"Stone, AR",1,Personal income (thousands of dollars),509590
05137,"Stone, AR",2,Population (persons) 1,12785
05137,"Stone, AR",3,Per capita personal income (dollars) 2,39858
05139,"Union, AR",1,Personal income (thousands of dollars),2139674
05139,"Union, AR",2,Population (persons) 1,37008
05139,"Union, AR",3,Per capita personal income (dollars) 2,57817
05141,"Van Buren, AR",1,Personal income (thousands of dollars),690615
05141,"Van Buren, AR",2,Population (persons) 1,16152
05141,"Van Buren, AR",3,Per capita personal income (dollars) 2,42757
05143,"Washington, AR",1,Personal income (thousands of dollars),14574093
05143,"Washington, AR",2,Population (persons) 1,266184
05143,"Washington, AR",3,Per capita personal income (dollars) 2,54752
05145,"White, AR",1,Personal income (thousands of dollars),3811471
05145,"White, AR",2,Population (persons) 1,79091
05145,"White, AR",3,Per capita personal income (dollars) 2,48191
05147,"Woodruff, AR",1,Personal income (thousands of dollars),327877
05147,"Woodruff, AR",2,Population (persons) 1,5808
05147,"Woodruff, AR",3,Per capita personal income (dollars) 2,56453
05149,"Yell, AR",1,Personal income (thousands of dollars),974661
05149,"Yell, AR",2,Population (persons) 1,20134
05149,"Yell, AR",3,Per capita personal income (dollars) 2,48409
06001,"Alameda, CA",1,Personal income (thousands of dollars),183486862
06001,"Alameda, CA",2,Population (persons) 1,1649060
06001,"Alameda, CA",3,Per capita personal income (dollars) 2,111268
06003,"Alpine, CA",1,Personal income (thousands of dollars),96872
06003,"Alpine, CA",2,Population (persons) 1,1099
06003,"Alpine, CA",3,Per capita personal income (dollars) 2,88146
06005,"Amador, CA",1,Personal income (thousands of dollars),2256906
06005,"Amador, CA",2,Population (persons) 1,42026
06005,"Amador, CA",3,Per capita personal income (dollars) 2,53703
06007,"Butte, CA",1,Personal income (thousands of dollars),12748115
06007,"Butte, CA",2,Population (persons) 1,208334
06007,"Butte, CA",3,Per capita personal income (dollars) 2,61191
06009,"Calaveras, CA",1,Personal income (thousands of dollars),2978686
06009,"Calaveras, CA",2,Population (persons) 1,46505
06009,"Calaveras, CA",3,Per capita personal income (dollars) 2,64051
06011,"Colusa, CA",1,Personal income (thousands of dollars),1360993
06011,"Colusa, CA",2,Population (persons) 1,22074
06011,"Colusa, CA",3,Per capita personal income (dollars) 2,61656
06013,"Contra Costa, CA",1,Personal income (thousands of dollars),126945239
06013,"Contra Costa, CA",2,Population (persons) 1,1172607
06013,"Contra Costa, CA",3,Per capita personal income (dollars) 2,108259
06015,"Del Norte, CA",1,Personal income (thousands of dollars),1354335
06015,"Del Norte, CA",2,Population (persons) 1,27009
06015,"Del Norte, CA",3,Per capita personal income (dollars) 2,50144
06017,"El Dorado, CA",1,Personal income (thousands of dollars),17268166
06017,"El Dorado, CA",2,Population (persons) 1,192823
06017,"El Dorado, CA",3,Per capita personal income (dollars) 2,89554
06019,"Fresno, CA",1,Personal income (thousands of dollars),58972823
06019,"Fresno, CA",2,Population (persons) 1,1024125
06019,"Fresno, CA",3,Per capita personal income (dollars) 2,57584
06021,"Glenn, CA",1,Personal income (thousands of dollars),1650270
06021,"Glenn, CA",2,Population (persons) 1,28304
06021,"Glenn, CA",3,Per capita personal income (dollars) 2,58305
06023,"Humboldt, CA",1,Personal income (thousands of dollars),8211600
