admin_code,admin_level,region_name_en,region_name_ru,country_iso,federal_district,occupation_category,occupation_code,wage_value,currency,wage_period,wage_measure,survey_type,year,population,parent_admin_code,classification_system,data_availability,source,last_updated
45,1,Moscow,г. Москва,RU,Central,Total,,131866.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Central,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
45,1,Moscow,г. Москва,RU,Central,Managers,1,257159.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Central,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
45,1,Moscow,г. Москва,RU,Central,Professionals,2,140792.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Central,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
45,1,Moscow,г. Москва,RU,Central,Technicians and associate professionals,3,98621.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Central,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
45,1,Moscow,г. Москва,RU,Central,Clerical support workers,4,76763.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Central,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
45,1,Moscow,г. Москва,RU,Central,Service and sales workers,5,67861.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Central,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
45,1,Moscow,г. Москва,RU,Central,"Skilled agricultural, forestry and fishery workers",6,49389.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Central,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
45,1,Moscow,г. Москва,RU,Central,Craft and related trades workers,7,82980.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Central,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
45,1,Moscow,г. Москва,RU,Central,Plant and machine operators and assemblers,8,88030.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Central,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
45,1,Moscow,г. Москва,RU,Central,Elementary occupations,9,60453.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Central,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Northwestern,0,Northwestern Federal District,Северо-Западный федеральный округ,RU,Northwestern,Total,,85967.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Northwestern,0,Northwestern Federal District,Северо-Западный федеральный округ,RU,Northwestern,Managers,1,151403.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Northwestern,0,Northwestern Federal District,Северо-Западный федеральный округ,RU,Northwestern,Professionals,2,95896.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Northwestern,0,Northwestern Federal District,Северо-Западный федеральный округ,RU,Northwestern,Technicians and associate professionals,3,84871.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Northwestern,0,Northwestern Federal District,Северо-Западный федеральный округ,RU,Northwestern,Clerical support workers,4,54417.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Northwestern,0,Northwestern Federal District,Северо-Западный федеральный округ,RU,Northwestern,Service and sales workers,5,50807.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Northwestern,0,Northwestern Federal District,Северо-Западный федеральный округ,RU,Northwestern,"Skilled agricultural, forestry and fishery workers",6,53199.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Northwestern,0,Northwestern Federal District,Северо-Западный федеральный округ,RU,Northwestern,Craft and related trades workers,7,79094.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Northwestern,0,Northwestern Federal District,Северо-Западный федеральный округ,RU,Northwestern,Plant and machine operators and assemblers,8,78509.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Northwestern,0,Northwestern Federal District,Северо-Западный федеральный округ,RU,Northwestern,Elementary occupations,9,43838.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
86,1,Republic of Karelia,Республика Карелия,RU,Northwestern,Total,,63627.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
86,1,Republic of Karelia,Республика Карелия,RU,Northwestern,Managers,1,109306.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
86,1,Republic of Karelia,Республика Карелия,RU,Northwestern,Professionals,2,59791.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
86,1,Republic of Karelia,Республика Карелия,RU,Northwestern,Technicians and associate professionals,3,62143.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
86,1,Republic of Karelia,Республика Карелия,RU,Northwestern,Clerical support workers,4,49905.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
86,1,Republic of Karelia,Республика Карелия,RU,Northwestern,Service and sales workers,5,41790.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
86,1,Republic of Karelia,Республика Карелия,RU,Northwestern,"Skilled agricultural, forestry and fishery workers",6,47378.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
86,1,Republic of Karelia,Республика Карелия,RU,Northwestern,Craft and related trades workers,7,68257.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
86,1,Republic of Karelia,Республика Карелия,RU,Northwestern,Plant and machine operators and assemblers,8,74608.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
86,1,Republic of Karelia,Республика Карелия,RU,Northwestern,Elementary occupations,9,36083.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
87,1,Komi Republic,Республика Коми,RU,Northwestern,Total,,74867.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
87,1,Komi Republic,Республика Коми,RU,Northwestern,Managers,1,128498.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
87,1,Komi Republic,Республика Коми,RU,Northwestern,Professionals,2,81886.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
87,1,Komi Republic,Республика Коми,RU,Northwestern,Technicians and associate professionals,3,71324.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
87,1,Komi Republic,Республика Коми,RU,Northwestern,Clerical support workers,4,52123.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
87,1,Komi Republic,Республика Коми,RU,Northwestern,Service and sales workers,5,51058.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
87,1,Komi Republic,Республика Коми,RU,Northwestern,"Skilled agricultural, forestry and fishery workers",6,51326.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
87,1,Komi Republic,Республика Коми,RU,Northwestern,Craft and related trades workers,7,71766.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
87,1,Komi Republic,Республика Коми,RU,Northwestern,Plant and machine operators and assemblers,8,81047.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
87,1,Komi Republic,Республика Коми,RU,Northwestern,Elementary occupations,9,39663.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
11,1,Arkhangelsk Oblast,Архангельская область,RU,Northwestern,Total,,76965.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
11,1,Arkhangelsk Oblast,Архангельская область,RU,Northwestern,Managers,1,120990.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
11,1,Arkhangelsk Oblast,Архангельская область,RU,Northwestern,Professionals,2,78590.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
11,1,Arkhangelsk Oblast,Архангельская область,RU,Northwestern,Technicians and associate professionals,3,82305.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
11,1,Arkhangelsk Oblast,Архангельская область,RU,Northwestern,Clerical support workers,4,45624.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
11,1,Arkhangelsk Oblast,Архангельская область,RU,Northwestern,Service and sales workers,5,53228.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
11,1,Arkhangelsk Oblast,Архангельская область,RU,Northwestern,"Skilled agricultural, forestry and fishery workers",6,46282.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
11,1,Arkhangelsk Oblast,Архангельская область,RU,Northwestern,Craft and related trades workers,7,82442.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
11,1,Arkhangelsk Oblast,Архангельская область,RU,Northwestern,Plant and machine operators and assemblers,8,87484.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
11,1,Arkhangelsk Oblast,Архангельская область,RU,Northwestern,Elementary occupations,9,39650.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
19,1,Vologda Oblast,Вологодская область,RU,Northwestern,Total,,61124.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
19,1,Vologda Oblast,Вологодская область,RU,Northwestern,Managers,1,104018.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
19,1,Vologda Oblast,Вологодская область,RU,Northwestern,Professionals,2,59264.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
19,1,Vologda Oblast,Вологодская область,RU,Northwestern,Technicians and associate professionals,3,64068.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
19,1,Vologda Oblast,Вологодская область,RU,Northwestern,Clerical support workers,4,40667.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
19,1,Vologda Oblast,Вологодская область,RU,Northwestern,Service and sales workers,5,35481.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
19,1,Vologda Oblast,Вологодская область,RU,Northwestern,"Skilled agricultural, forestry and fishery workers",6,53110.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
19,1,Vologda Oblast,Вологодская область,RU,Northwestern,Craft and related trades workers,7,66008.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
19,1,Vologda Oblast,Вологодская область,RU,Northwestern,Plant and machine operators and assemblers,8,66003.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
19,1,Vologda Oblast,Вологодская область,RU,Northwestern,Elementary occupations,9,32148.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
27,1,Kaliningrad Oblast,Калининградская область,RU,Northwestern,Total,,61584.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
27,1,Kaliningrad Oblast,Калининградская область,RU,Northwestern,Managers,1,102439.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
27,1,Kaliningrad Oblast,Калининградская область,RU,Northwestern,Professionals,2,63988.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
27,1,Kaliningrad Oblast,Калининградская область,RU,Northwestern,Technicians and associate professionals,3,65769.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
27,1,Kaliningrad Oblast,Калининградская область,RU,Northwestern,Clerical support workers,4,42255.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
27,1,Kaliningrad Oblast,Калининградская область,RU,Northwestern,Service and sales workers,5,44321.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
27,1,Kaliningrad Oblast,Калининградская область,RU,Northwestern,"Skilled agricultural, forestry and fishery workers",6,40399.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
27,1,Kaliningrad Oblast,Калининградская область,RU,Northwestern,Craft and related trades workers,7,62514.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
27,1,Kaliningrad Oblast,Калининградская область,RU,Northwestern,Plant and machine operators and assemblers,8,61070.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
27,1,Kaliningrad Oblast,Калининградская область,RU,Northwestern,Elementary occupations,9,34820.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
41,1,Leningrad Oblast,Ленинградская область,RU,Northwestern,Total,,77185.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
41,1,Leningrad Oblast,Ленинградская область,RU,Northwestern,Managers,1,141872.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
41,1,Leningrad Oblast,Ленинградская область,RU,Northwestern,Professionals,2,78182.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
41,1,Leningrad Oblast,Ленинградская область,RU,Northwestern,Technicians and associate professionals,3,79678.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
41,1,Leningrad Oblast,Ленинградская область,RU,Northwestern,Clerical support workers,4,51864.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
41,1,Leningrad Oblast,Ленинградская область,RU,Northwestern,Service and sales workers,5,43844.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
41,1,Leningrad Oblast,Ленинградская область,RU,Northwestern,"Skilled agricultural, forestry and fishery workers",6,66736.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
41,1,Leningrad Oblast,Ленинградская область,RU,Northwestern,Craft and related trades workers,7,80781.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
41,1,Leningrad Oblast,Ленинградская область,RU,Northwestern,Plant and machine operators and assemblers,8,72670.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
41,1,Leningrad Oblast,Ленинградская область,RU,Northwestern,Elementary occupations,9,46713.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
47,1,Murmansk Oblast,Мурманская область,RU,Northwestern,Total,,100152.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
47,1,Murmansk Oblast,Мурманская область,RU,Northwestern,Managers,1,160458.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
47,1,Murmansk Oblast,Мурманская область,RU,Northwestern,Professionals,2,100558.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
47,1,Murmansk Oblast,Мурманская область,RU,Northwestern,Technicians and associate professionals,3,110503.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
47,1,Murmansk Oblast,Мурманская область,RU,Northwestern,Clerical support workers,4,59664.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
47,1,Murmansk Oblast,Мурманская область,RU,Northwestern,Service and sales workers,5,62440.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
47,1,Murmansk Oblast,Мурманская область,RU,Northwestern,"Skilled agricultural, forestry and fishery workers",6,99003.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Northwestern,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
