admin_code,admin_level,region_name_en,region_name_ru,country_iso,federal_district,occupation_category,occupation_code,wage_value,currency,wage_period,wage_measure,survey_type,year,population,parent_admin_code,classification_system,data_availability,source,last_updated
37,1,Kurgan Oblast,Курганская область,RU,Ural,Elementary occupations,9,27401.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
65,1,Sverdlovsk Oblast,Свердловская область,RU,Ural,Total,,68288.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
65,1,Sverdlovsk Oblast,Свердловская область,RU,Ural,Managers,1,121325.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
65,1,Sverdlovsk Oblast,Свердловская область,RU,Ural,Professionals,2,71298.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
65,1,Sverdlovsk Oblast,Свердловская область,RU,Ural,Technicians and associate professionals,3,63934.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
65,1,Sverdlovsk Oblast,Свердловская область,RU,Ural,Clerical support workers,4,46214.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
65,1,Sverdlovsk Oblast,Свердловская область,RU,Ural,Service and sales workers,5,44699.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
65,1,Sverdlovsk Oblast,Свердловская область,RU,Ural,"Skilled agricultural, forestry and fishery workers",6,50675.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
65,1,Sverdlovsk Oblast,Свердловская область,RU,Ural,Craft and related trades workers,7,71674.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
65,1,Sverdlovsk Oblast,Свердловская область,RU,Ural,Plant and machine operators and assemblers,8,67025.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
65,1,Sverdlovsk Oblast,Свердловская область,RU,Ural,Elementary occupations,9,35946.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
71,1,Tyumen Oblast,Тюменская область,RU,Ural,Total,,102979.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
71,1,Tyumen Oblast,Тюменская область,RU,Ural,Managers,1,170815.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
71,1,Tyumen Oblast,Тюменская область,RU,Ural,Professionals,2,107405.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
71,1,Tyumen Oblast,Тюменская область,RU,Ural,Technicians and associate professionals,3,105773.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
71,1,Tyumen Oblast,Тюменская область,RU,Ural,Clerical support workers,4,64537.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
71,1,Tyumen Oblast,Тюменская область,RU,Ural,Service and sales workers,5,67810.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
71,1,Tyumen Oblast,Тюменская область,RU,Ural,"Skilled agricultural, forestry and fishery workers",6,64454.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
71,1,Tyumen Oblast,Тюменская область,RU,Ural,Craft and related trades workers,7,99848.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
71,1,Tyumen Oblast,Тюменская область,RU,Ural,Plant and machine operators and assemblers,8,104989.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
71,1,Tyumen Oblast,Тюменская область,RU,Ural,Elementary occupations,9,52103.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
75,1,Chelyabinsk Oblast,Челябинская область,RU,Ural,Total,,61272.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
75,1,Chelyabinsk Oblast,Челябинская область,RU,Ural,Managers,1,106738.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
75,1,Chelyabinsk Oblast,Челябинская область,RU,Ural,Professionals,2,59995.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
75,1,Chelyabinsk Oblast,Челябинская область,RU,Ural,Technicians and associate professionals,3,56396.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
75,1,Chelyabinsk Oblast,Челябинская область,RU,Ural,Clerical support workers,4,41817.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
75,1,Chelyabinsk Oblast,Челябинская область,RU,Ural,Service and sales workers,5,38570.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
75,1,Chelyabinsk Oblast,Челябинская область,RU,Ural,"Skilled agricultural, forestry and fishery workers",6,49844.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
75,1,Chelyabinsk Oblast,Челябинская область,RU,Ural,Craft and related trades workers,7,68028.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
75,1,Chelyabinsk Oblast,Челябинская область,RU,Ural,Plant and machine operators and assemblers,8,65125.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
75,1,Chelyabinsk Oblast,Челябинская область,RU,Ural,Elementary occupations,9,34879.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Ural,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Siberian,0,Siberian Federal District,Сибирский федеральный округ,RU,Siberian,Total,,67268.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Siberian,0,Siberian Federal District,Сибирский федеральный округ,RU,Siberian,Managers,1,113831.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Siberian,0,Siberian Federal District,Сибирский федеральный округ,RU,Siberian,Professionals,2,68829.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Siberian,0,Siberian Federal District,Сибирский федеральный округ,RU,Siberian,Technicians and associate professionals,3,64252.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Siberian,0,Siberian Federal District,Сибирский федеральный округ,RU,Siberian,Clerical support workers,4,46917.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Siberian,0,Siberian Federal District,Сибирский федеральный округ,RU,Siberian,Service and sales workers,5,43339.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Siberian,0,Siberian Federal District,Сибирский федеральный округ,RU,Siberian,"Skilled agricultural, forestry and fishery workers",6,48103.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Siberian,0,Siberian Federal District,Сибирский федеральный округ,RU,Siberian,Craft and related trades workers,7,74097.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Siberian,0,Siberian Federal District,Сибирский федеральный округ,RU,Siberian,Plant and machine operators and assemblers,8,73718.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
RU-FD-Siberian,0,Siberian Federal District,Сибирский федеральный округ,RU,Siberian,Elementary occupations,9,36806.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-NAT,OKZ,federal_district,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
84,1,Altai Republic,Республика Алтай,RU,Siberian,Total,,44529.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
84,1,Altai Republic,Республика Алтай,RU,Siberian,Managers,1,68390.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
84,1,Altai Republic,Республика Алтай,RU,Siberian,Professionals,2,45991.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
84,1,Altai Republic,Республика Алтай,RU,Siberian,Technicians and associate professionals,3,46607.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
84,1,Altai Republic,Республика Алтай,RU,Siberian,Clerical support workers,4,36335.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
84,1,Altai Republic,Республика Алтай,RU,Siberian,Service and sales workers,5,33758.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
84,1,Altai Republic,Республика Алтай,RU,Siberian,"Skilled agricultural, forestry and fishery workers",6,30496.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
84,1,Altai Republic,Республика Алтай,RU,Siberian,Craft and related trades workers,7,47718.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
84,1,Altai Republic,Республика Алтай,RU,Siberian,Plant and machine operators and assemblers,8,41862.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
84,1,Altai Republic,Республика Алтай,RU,Siberian,Elementary occupations,9,31679.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
93,1,Tyva Republic,Республика Тыва,RU,Siberian,Total,,47963.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
93,1,Tyva Republic,Республика Тыва,RU,Siberian,Managers,1,65925.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
93,1,Tyva Republic,Республика Тыва,RU,Siberian,Professionals,2,52105.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
93,1,Tyva Republic,Республика Тыва,RU,Siberian,Technicians and associate professionals,3,48255.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
93,1,Tyva Republic,Республика Тыва,RU,Siberian,Clerical support workers,4,39232.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
93,1,Tyva Republic,Республика Тыва,RU,Siberian,Service and sales workers,5,34212.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
93,1,Tyva Republic,Республика Тыва,RU,Siberian,"Skilled agricultural, forestry and fishery workers",6,30957.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
93,1,Tyva Republic,Республика Тыва,RU,Siberian,Craft and related trades workers,7,57326.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
93,1,Tyva Republic,Республика Тыва,RU,Siberian,Plant and machine operators and assemblers,8,50851.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
93,1,Tyva Republic,Республика Тыва,RU,Siberian,Elementary occupations,9,35955.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
95,1,Republic of Khakassia,Республика Хакасия,RU,Siberian,Total,,59375.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
95,1,Republic of Khakassia,Республика Хакасия,RU,Siberian,Managers,1,91576.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
95,1,Republic of Khakassia,Республика Хакасия,RU,Siberian,Professionals,2,58036.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
95,1,Republic of Khakassia,Республика Хакасия,RU,Siberian,Technicians and associate professionals,3,58322.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
95,1,Republic of Khakassia,Республика Хакасия,RU,Siberian,Clerical support workers,4,49597.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
95,1,Republic of Khakassia,Республика Хакасия,RU,Siberian,Service and sales workers,5,35555.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
95,1,Republic of Khakassia,Республика Хакасия,RU,Siberian,"Skilled agricultural, forestry and fishery workers",6,43379.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
95,1,Republic of Khakassia,Республика Хакасия,RU,Siberian,Craft and related trades workers,7,67297.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
95,1,Republic of Khakassia,Республика Хакасия,RU,Siberian,Plant and machine operators and assemblers,8,70712.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
95,1,Republic of Khakassia,Республика Хакасия,RU,Siberian,Elementary occupations,9,35566.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
01,1,Altai Krai,Алтайский край,RU,Siberian,Total,,46771.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
01,1,Altai Krai,Алтайский край,RU,Siberian,Managers,1,77202.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
01,1,Altai Krai,Алтайский край,RU,Siberian,Professionals,2,48302.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
01,1,Altai Krai,Алтайский край,RU,Siberian,Technicians and associate professionals,3,44407.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
01,1,Altai Krai,Алтайский край,RU,Siberian,Clerical support workers,4,31994.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
01,1,Altai Krai,Алтайский край,RU,Siberian,Service and sales workers,5,32587.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
01,1,Altai Krai,Алтайский край,RU,Siberian,"Skilled agricultural, forestry and fishery workers",6,44576.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
01,1,Altai Krai,Алтайский край,RU,Siberian,Craft and related trades workers,7,52347.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
01,1,Altai Krai,Алтайский край,RU,Siberian,Plant and machine operators and assemblers,8,51781.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
01,1,Altai Krai,Алтайский край,RU,Siberian,Elementary occupations,9,29560.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
04,1,Krasnoyarsk Krai,Красноярский край,RU,Siberian,Total,,80246.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
04,1,Krasnoyarsk Krai,Красноярский край,RU,Siberian,Managers,1,138835.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
04,1,Krasnoyarsk Krai,Красноярский край,RU,Siberian,Professionals,2,82531.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
04,1,Krasnoyarsk Krai,Красноярский край,RU,Siberian,Technicians and associate professionals,3,80150.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
04,1,Krasnoyarsk Krai,Красноярский край,RU,Siberian,Clerical support workers,4,53322.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
04,1,Krasnoyarsk Krai,Красноярский край,RU,Siberian,Service and sales workers,5,53645.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
04,1,Krasnoyarsk Krai,Красноярский край,RU,Siberian,"Skilled agricultural, forestry and fishery workers",6,53204.0,RUB,monthly,average_monthly_nominal_accrued_wage_october_survey,biennial_occupation_survey_57T,2023,,RU-FD-Siberian,OKZ,federal_subject,https://rosstat.gov.ru/storage/mediabank/sved_57-t_2023.rar,2026-07-29
